station_number,wban_number,year,month,day,mean_temp,num_mean_temp_samples,mean_dew_point,num_mean_dew_point_samples,mean_sealevel_pressure,num_mean_sealevel_pressure_samples,mean_station_pressure,num_mean_station_pressure_samples,mean_visibility,num_mean_visibility_samples,mean_wind_speed,num_mean_wind_speed_samples,max_sustained_wind_speed,max_gust_wind_speed,max_temperature,max_temperature_explicit,min_temperature,min_temperature_explicit,total_precipitation,snow_depth,fog,rain,snow,hail,thunder,tornado
727930,24233,2005,8,22,65.0,24,55.400001525878906,24,1019.5,24.0,1002.7000122070312,24.0,10.0,24,3.700000047683716,24.0,8.899999618530273,,55.0,False,,,0.0,,False,False,False,False,False,False
727930,24233,2005,5,26,71.0,24,45.20000076293945,24,1018.7999877929688,24.0,1002.2000122070312,24.0,9.899999618530273,24,11.100000381469727,24.0,15.899999618530273,,50.0,False,,,0.0,,False,False,False,False,False,False
727930,24233,2005,3,5,49.29999923706055,24,44.70000076293945,24,1025.9000244140625,24.0,1008.7000122070312,24.0,9.100000381469727,24,4.900000095367432,24.0,8.0,,42.099998474121094,False,,,0.0,,True,True,True,True,True,True
727930,24233,2005,11,20,42.70000076293945,24,42.400001525878906,24,1027.0999755859375,24.0,1009.7000122070312,24.0,0.4000000059604645,24,4.5,24.0,7.0,,39.20000076293945,True,,,0.0,,True,True,True,True,True,True
727930,24233,2005,3,1,50.0,24,43.20000076293945,24,1015.7000122070312,24.0,998.5999755859375,24.0,9.800000190734863,24,5.800000190734863,24.0,14.0,20.0,45.0,False,,,0.3499999940395355,,False,False,False,False,False,False
727930,24233,2005,8,14,73.30000305175781,24,55.599998474121094,24,1014.5,24.0,997.7999877929688,24.0,9.899999618530273,24,3.700000047683716,24.0,8.899999618530273,,57.0,False,,,0.0,,False,False,False,False,False,False
727930,24233,2008,2,28,48.79999923706055,24,45.0,24,1023.7999877929688,16.0,,,7.400000095367432,24,4.0,24.0,8.899999618530273,,42.099998474121094,False,,,0.009999999776482582,,True,True,True,True,True,True
722544,13958,2007,3,23,70.0,24,62.900001525878906,24,1016.9000244140625,17.0,,,9.699999809265137,24,6.400000095367432,24.0,12.0,22.0,66.0,False,,,0.0,,False,False,False,False,False,False
722544,13958,2005,11,26,64.5999984741211,24,58.79999923706055,24,1010.9000244140625,18.0,,,8.800000190734863,24,4.5,24.0,8.899999618530273,,57.0,False,,,0.029999999329447746,,True,True,True,True,True,True
722544,13958,2006,1,1,69.9000015258789,23,56.400001525878906,23,1006.5,18.0,,,7.5,23,6.099999904632568,23.0,11.100000381469727,15.0,62.599998474121094,True,,,0.0,,False,False,False,False,False,False
725033,94728,2007,7,18,73.4000015258789,24,69.0999984741211,24,1013.9000244140625,18.0,,,4.099999904632568,24,2.4000000953674316,24.0,8.0,21.0,69.0999984741211,False,,,0.9399999976158142,,True,True,True,True,True,True
725650,3017,2007,3,29,33.099998474121094,24,21.700000762939453,24,1013.0,18.0,,,6.599999904632568,24,20.299999237060547,24.0,28.0,34.0,28.0,True,,,0.07000000029802322,,True,True,True,True,True,True
722544,13958,2005,5,12,74.5,24,66.5,24,1013.7000122070312,19.0,,,8.399999618530273,24,8.600000381469727,24.0,12.0,20.0,68.0,False,,,0.0,,True,True,True,True,True,True
722544,13958,2006,5,24,81.0,24,66.19999694824219,24,1014.2999877929688,19.0,,,10.0,24,6.599999904632568,24.0,9.899999618530273,16.899999618530273,73.0,False,,,0.0,,False,False,False,False,False,False
722544,13958,2006,3,7,70.80000305175781,23,60.900001525878906,23,1017.5999755859375,20.0,,,9.300000190734863,23,6.699999809265137,23.0,13.0,19.0,64.4000015258789,True,,,0.0,,False,False,False,False,False,False
727930,24233,2007,7,13,67.0999984741211,24,55.900001525878906,24,1017.5,20.0,,,9.899999618530273,24,5.300000190734863,24.0,9.899999618530273,,59.0,False,,,0.009999999776482582,,False,False,False,False,False,False
725033,94728,2009,3,1,32.5,22,19.100000381469727,22,1019.5999755859375,20.0,,,9.399999618530273,22,7.900000095367432,22.0,18.100000381469727,22.0,30.200000762939453,True,,,0.019999999552965164,,False,False,False,False,False,False
725033,94728,2009,8,9,73.0,24,65.69999694824219,24,1019.5999755859375,20.0,,,9.300000190734863,24,3.299999952316284,24.0,6.0,,69.80000305175781,True,,,0.0,,False,False,False,False,False,False
725650,3017,2009,6,25,73.4000015258789,24,56.400001525878906,24,1013.0,20.0,,,9.699999809265137,24,6.699999809265137,24.0,21.0,35.0,55.0,False,,,0.4300000071525574,,False,False,False,False,False,False
722544,13958,2007,3,17,58.400001525878906,21,44.29999923706055,21,1023.7999877929688,21.0,,,10.0,21,2.5999999046325684,21.0,8.899999618530273,15.899999618530273,46.400001525878906,True,,,0.0,,False,False,False,False,False,False
722544,13958,2007,7,29,80.80000305175781,24,72.5,22,1010.2000122070312,21.0,,,9.600000381469727,24,1.2000000476837158,24.0,8.0,,73.4000015258789,True,,,0.10999999940395355,,False,False,False,False,False,False
725650,3017,2008,9,28,68.0,22,36.20000076293945,22,1017.2000122070312,22.0,,,10.0,22,10.0,22.0,15.0,,50.0,False,,,0.0,,False,False,False,False,False,False
722544,13958,2008,2,22,52.29999923706055,24,38.5,24,1013.4000244140625,22.0,,,10.0,24,5.300000190734863,24.0,8.0,15.899999618530273,39.20000076293945,True,,,0.0,,False,False,False,False,False,False
727930,24233,2009,6,12,63.29999923706055,24,52.099998474121094,24,1015.0,22.0,,,10.0,24,4.400000095367432,24.0,8.899999618530273,,55.400001525878906,True,,,0.0,,False,False,False,False,False,False
725033,94728,2009,10,7,62.5,24,50.79999923706055,24,1002.5999755859375,22.0,,,8.899999618530273,24,8.399999618530273,24.0,16.899999618530273,32.099998474121094,59.0,False,,,0.1599999964237213,,False,False,False,False,False,False
725650,3017,2005,10,4,56.29999923706055,24,38.79999923706055,24,1006.2999877929688,23.0,,,8.899999618530273,24,8.399999618530273,24.0,23.899999618530273,32.099998474121094,41.0,True,,,0.0,,True,True,True,True,True,True
727930,24233,2005,12,16,30.600000381469727,24,25.5,24,1019.5,23.0,,,8.5,24,4.400000095367432,24.0,10.100000381469727,,24.100000381469727,True,,,0.0,,True,True,True,True,True,True
723860,23169,2007,4,12,61.099998474121094,24,23.0,24,1002.2999877929688,23.0,,,9.199999809265137,24,13.399999618530273,24.0,23.899999618530273,40.0,48.900001525878906,False,,,0.0,,False,False,False,False,False,False
723860,23169,2008,12,26,41.70000076293945,24,24.200000762939453,24,1009.2000122070312,23.0,,,9.5,24,11.800000190734863,24.0,22.899999618530273,35.900001525878906,34.0,False,,,0.09000000357627869,,False,False,False,False,False,False
727930,24233,2008,7,22,60.400001525878906,24,48.599998474121094,24,1017.5,23.0,,,10.0,24,6.800000190734863,24.0,11.100000381469727,,53.599998474121094,True,,,0.0,,False,False,False,False,False,False
725033,94728,2009,7,25,73.69999694824219,23,65.69999694824219,23,1013.2000122070312,23.0,,,9.199999809265137,23,3.700000047683716,23.0,8.899999618530273,15.0,66.0,False,,,0.0,,False,False,False,False,False,False
727930,24233,2009,9,15,66.69999694824219,23,54.20000076293945,23,1019.2999877929688,23.0,,,10.0,23,3.5999999046325684,23.0,7.0,,60.79999923706055,True,,,0.0,,False,False,False,False,False,False
722544,13958,2009,7,14,90.0999984741211,24,64.0999984741211,24,1012.9000244140625,23.0,,,10.0,24,6.0,24.0,9.899999618530273,18.100000381469727,77.0,False,,,0.0,,False,False,False,False,False,False
722544,13958,2009,2,27,74.9000015258789,24,61.0,24,1007.5,23.0,,,9.100000381469727,24,6.099999904632568,24.0,11.100000381469727,20.0,69.0999984741211,False,,,0.0,,False,False,False,False,False,False
725650,3017,2009,8,18,62.5,24,50.5,24,1015.0999755859375,23.0,,,9.699999809265137,24,11.0,24.0,18.100000381469727,37.900001525878906,46.900001525878906,False,,,0.009999999776482582,,False,False,False,False,False,False
727930,24233,2005,9,24,53.5,24,43.599998474121094,24,1020.7999877929688,23.0,1003.5999755859375,23.0,10.0,24,4.599999904632568,24.0,10.100000381469727,,42.099998474121094,False,,,0.0,,False,False,False,False,False,False
725650,3017,2005,12,28,43.900001525878906,24,19.200000762939453,24,1011.5,24.0,,,10.0,24,8.899999618530273,24.0,15.0,16.899999618530273,33.099998474121094,False,,,0.0,,False,False,False,False,False,False
725033,94728,2005,4,2,47.0,24,45.900001525878906,24,1007.2999877929688,24.0,,,6.0,24,10.100000381469727,24.0,19.0,30.899999618530273,39.900001525878906,False,,,0.23000000417232513,,True,True,True,True,True,True
723860,23169,2005,5,2,73.19999694824219,24,36.20000076293945,24,1010.9000244140625,24.0,,,9.899999618530273,24,5.300000190734863,24.0,15.0,,62.599998474121094,True,,,0.0,,False,False,False,False,False,False
723860,23169,2005,12,26,61.5,24,33.29999923706055,24,1011.5999755859375,24.0,,,9.699999809265137,24,11.300000190734863,24.0,27.0,36.900001525878906,43.0,False,,,0.0,,False,False,False,False,False,False
725033,94728,2005,4,7,62.5,24,52.0,24,1013.0,24.0,,,9.100000381469727,24,4.800000190734863,24.0,10.100000381469727,20.0,48.900001525878906,False,,,0.0,,True,True,True,True,True,True
723860,23169,2005,10,20,64.30000305175781,24,51.5,24,1017.9000244140625,24.0,,,9.600000381469727,24,1.7999999523162842,24.0,7.0,,57.0,True,,,0.0,,False,False,False,False,False,False
723860,23169,2005,2,8,49.20000076293945,24,34.099998474121094,24,1017.2999877929688,24.0,,,9.899999618530273,24,4.5,24.0,8.899999618530273,,41.0,False,,,0.0,,False,False,False,False,False,False
725650,3017,2005,7,30,84.4000015258789,24,32.79999923706055,24,1011.7999877929688,24.0,,,10.0,24,11.399999618530273,24.0,22.899999618530273,27.0,68.0,False,,,0.0,,False,False,False,False,False,False
725650,3017,2006,12,26,39.900001525878906,24,22.0,24,1016.7000122070312,24.0,,,10.0,24,8.899999618530273,24.0,14.0,,33.79999923706055,True,,,0.0,,False,False,False,False,False,False
725650,3017,2006,12,23,21.399999618530273,24,13.0,24,1025.5,24.0,,,10.0,24,7.400000095367432,24.0,14.0,,12.0,False,,,0.0,,False,False,False,False,False,False
725650,3017,2006,8,23,78.19999694824219,24,43.0,24,1012.7999877929688,24.0,,,10.0,24,10.300000190734863,24.0,18.100000381469727,,57.0,False,,,0.0,,False,False,False,False,False,False
725033,94728,2006,3,29,50.79999923706055,24,27.700000762939453,24,1023.0,24.0,,,10.0,24,3.799999952316284,24.0,9.899999618530273,,39.900001525878906,False,,,0.0,,False,False,False,False,False,False
725650,3017,2006,1,4,37.0,24,14.899999618530273,24,1018.9000244140625,24.0,,,10.0,24,8.899999618530273,24.0,16.899999618530273,,18.0,False,,,0.0,,False,False,False,False,False,False
722544,13958,2006,11,23,63.20000076293945,24,47.70000076293945,24,1020.9000244140625,24.0,,,9.5,24,3.5,24.0,8.0,15.0,50.0,True,,,0.0,,False,False,False,False,False,False
723860,23169,2006,4,11,61.0,24,31.799999237060547,24,1010.2999877929688,24.0,,,10.0,24,10.199999809265137,24.0,15.0,21.0,51.79999923706055,True,,,0.0,,False,False,False,False,False,False
727930,24233,2007,6,28,64.0,24,48.79999923706055,24,1015.0999755859375,24.0,,,9.899999618530273,24,3.0999999046325684,24.0,7.0,,54.0,False,,,0.05999999865889549,,False,False,False,False,False,False
723860,23169,2007,12,13,42.0,24,21.399999618530273,24,1022.5,24.0,,,10.0,24,1.0,24.0,4.099999904632568,,35.099998474121094,False,,,0.0,,False,False,False,False,False,False
725650,3017,2008,4,24,58.599998474121094,24,21.600000381469727,24,1000.7999877929688,24.0,,,10.0,24,8.600000381469727,24.0,20.0,28.899999618530273,39.900001525878906,False,,,0.0,,False,False,False,False,False,False
722544,13958,2008,5,20,84.0999984741211,24,57.29999923706055,24,1006.7999877929688,24.0,,,10.0,24,3.5999999046325684,24.0,8.0,,70.0,False,,,0.0,,False,False,False,False,False,False
725650,3017,2008,11,18,56.900001525878906,24,17.700000762939453,24,1023.2000122070312,24.0,,,10.0,24,11.199999809265137,24.0,15.899999618530273,,48.20000076293945,True,,,0.0,,False,False,False,False,False,False
722544,13958,2008,11,17,54.5,24,27.600000381469727,24,1027.199951171875,24.0,,,10.0,24,1.2000000476837158,24.0,5.099999904632568,,37.400001525878906,True,,,0.0,,False,False,False,False,False,False
722544,13958,2008,9,4,81.0,24,61.20000076293945,24,1009.2000122070312,24.0,,,10.0,24,4.300000190734863,24.0,7.0,15.0,69.0999984741211,False,,,0.0,,False,False,False,False,False,False
722544,13958,2008,10,31,69.69999694824219,24,56.599998474121094,24,1027.699951171875,24.0,,,9.800000190734863,24,3.299999952316284,24.0,8.0,,59.0,False,,,0.0,,False,False,False,False,False,False
727930,24233,2008,11,15,50.099998474121094,24,41.099998474121094,24,1030.5,24.0,,,10.0,24,2.5999999046325684,24.0,7.0,,41.0,False,,,0.0,,False,False,False,False,False,False
723860,23169,2008,12,6,50.0,24,22.700000762939453,24,1024.800048828125,24.0,,,10.0,24,2.799999952316284,24.0,6.0,,39.20000076293945,True,,,0.0,,False,False,False,False,False,False
723860,23169,2009,11,3,67.30000305175781,24,20.600000381469727,24,1017.5999755859375,24.0,,,10.0,24,2.9000000953674316,24.0,5.099999904632568,,55.0,True,,,0.0,,False,False,False,False,False,False
723860,23169,2009,11,23,53.900001525878906,24,17.899999618530273,24,1017.7999877929688,24.0,,,10.0,24,6.5,24.0,15.0,23.899999618530273,45.0,False,,,0.0,,False,False,False,False,False,False
725650,3017,2009,9,19,63.0,24,40.5,24,1016.0,24.0,,,9.600000381469727,24,6.800000190734863,24.0,12.0,,46.900001525878906,False,,,0.0,,False,False,False,False,False,False
725650,3017,2009,4,7,46.900001525878906,24,11.399999618530273,24,1018.5999755859375,24.0,,,10.0,24,9.600000381469727,24.0,14.0,19.0,18.0,False,,,0.0,,False,False,False,False,False,False
723860,23169,2009,1,28,43.099998474121094,24,14.300000190734863,24,1028.0999755859375,24.0,,,10.0,24,2.5,24.0,6.0,,33.099998474121094,False,,,0.0,,False,False,False,False,False,False
725650,3017,2009,9,2,73.30000305175781,24,41.70000076293945,24,1014.0999755859375,24.0,,,9.5,24,6.900000095367432,24.0,18.100000381469727,22.899999618530273,57.900001525878906,False,,,0.0,,False,False,False,False,False,False
725650,3017,2009,8,7,71.4000015258789,24,55.900001525878906,24,1005.7999877929688,24.0,,,9.5,24,4.699999809265137,24.0,14.0,22.0,57.900001525878906,False,,,0.0,,False,False,False,False,False,False
725650,3017,2009,11,5,55.5,24,24.5,24,1019.9000244140625,24.0,,,9.899999618530273,24,9.0,24.0,15.899999618530273,,28.200000762939453,False,,,0.0,,False,False,False,False,False,False
725650,3017,2009,12,16,43.400001525878906,24,14.100000381469727,24,1019.7000122070312,24.0,,,9.899999618530273,24,6.099999904632568,24.0,14.0,,22.100000381469727,False,,,0.0,,False,False,False,False,False,False
723860,23169,2009,9,19,88.30000305175781,24,42.400001525878906,24,1009.4000244140625,24.0,,,10.0,24,3.200000047683716,24.0,8.0,,77.0,True,,,0.0,,False,False,False,False,False,False
727930,24233,2009,4,6,56.29999923706055,24,34.70000076293945,24,1023.2999877929688,24.0,,,10.0,24,3.4000000953674316,24.0,8.0,,39.20000076293945,True,,,0.0,,False,False,False,False,False,False
725033,94728,2009,4,27,69.4000015258789,24,52.599998474121094,24,1025.300048828125,24.0,,,10.0,24,4.800000190734863,24.0,11.100000381469727,14.0,57.20000076293945,True,,,0.0,,False,False,False,False,False,False
727930,24233,2005,11,11,44.5,24,41.400001525878906,24,1015.4000244140625,24.0,998.2999877929688,24.0,9.300000190734863,24,8.0,24.0,15.899999618530273,23.899999618530273,37.900001525878906,False,,,0.009999999776482582,,True,True,True,True,True,True
727930,24233,2005,2,8,38.099998474121094,24,31.899999618530273,24,1024.5999755859375,24.0,1007.0999755859375,24.0,8.100000381469727,24,5.800000190734863,24.0,8.0,,30.200000762939453,True,,,0.0,,True,True,True,True,True,True
727930,24233,2005,6,16,62.099998474121094,24,47.599998474121094,24,1006.7999877929688,24.0,990.2000122070312,24.0,9.899999618530273,24,6.300000190734863,24.0,11.100000381469727,,50.0,False,,,0.0,,False,False,False,False,False,False
727930,24233,2006,1,28,43.79999923706055,24,38.0,24,1006.7000122070312,24.0,989.7000122070312,24.0,8.600000381469727,24,11.600000381469727,24.0,21.0,28.0,39.900001525878906,False,,,0.20999999344348907,,False,False,False,False,False,False
722544,13958,2008,12,15,34.099998474121094,12,19.200000762939453,12,1026.4000244140625,12.0,,,10.0,12,8.800000190734863,12.0,11.100000381469727,18.100000381469727,30.899999618530273,False,,,0.0,,False,False,False,False,False,False
725033,94728,2006,11,8,56.70000076293945,24,55.400001525878906,24,1010.0999755859375,14.0,,,2.4000000953674316,24,4.099999904632568,24.0,9.899999618530273,18.100000381469727,55.0,False,,,0.49000000953674316,,False,False,False,False,False,False
727930,24233,2008,3,14,42.599998474121094,24,39.20000076293945,24,1009.2000122070312,15.0,,,8.600000381469727,24,6.400000095367432,24.0,14.0,19.0,39.900001525878906,False,,,0.5600000023841858,,False,False,False,False,False,False
725033,94728,2009,8,2,72.0999984741211,24,69.0,24,1014.9000244140625,15.0,,,7.599999904632568,24,4.099999904632568,24.0,8.0,14.0,66.19999694824219,True,,,0.0,,False,False,False,False,False,False
722544,13958,2009,10,22,66.0,24,58.29999923706055,24,1008.0999755859375,16.0,,,8.199999809265137,24,5.900000095367432,24.0,14.0,22.899999618530273,60.099998474121094,False,,,1.4700000286102295,,False,False,False,False,False,False
722544,13958,2005,11,14,73.80000305175781,24,59.900001525878906,24,1015.5,17.0,,,10.0,24,3.5,24.0,10.100000381469727,15.899999618530273,64.0,False,,,0.0,,False,False,False,False,False,False
727930,24233,2008,12,8,43.400001525878906,24,39.70000076293945,24,1022.2999877929688,17.0,,,10.0,24,4.599999904632568,24.0,7.0,,39.0,False,,,0.0,,False,False,False,False,False,False
722544,13958,2005,9,13,79.5,24,71.69999694824219,24,1013.7000122070312,19.0,,,9.600000381469727,24,5.199999809265137,24.0,10.100000381469727,15.899999618530273,73.0,False,,,0.6100000143051147,,False,False,False,False,False,False
722544,13958,2005,7,18,81.30000305175781,24,73.5999984741211,24,1014.5999755859375,19.0,,,8.300000190734863,24,3.799999952316284,24.0,11.100000381469727,18.100000381469727,75.0,False,,,0.14000000059604645,,True,True,True,True,True,True
722544,13958,2006,3,9,70.69999694824219,23,44.79999923706055,23,1001.5,19.0,,,9.800000190734863,23,9.100000381469727,23.0,14.0,22.899999618530273,60.099998474121094,False,,,0.28999999165534973,,False,False,False,False,False,False
722544,13958,2005,1,8,47.79999923706055,24,42.70000076293945,24,1024.5999755859375,20.0,,,5.599999904632568,24,2.299999952316284,24.0,6.0,,41.0,False,,,0.019999999552965164,,True,True,True,True,True,True
722544,13958,2006,6,22,82.19999694824219,23,70.80000305175781,23,1016.0999755859375,20.0,,,10.0,23,5.900000095367432,23.0,15.0,23.899999618530273,75.19999694824219,True,,,0.0,,False,False,False,False,False,False
725033,94728,2006,11,17,60.79999923706055,24,50.29999923706055,24,1005.0999755859375,20.0,,,8.5,24,6.199999809265137,24.0,12.0,28.0,55.400001525878906,True,,,0.7300000190734863,,False,False,False,False,False,False
722544,13958,2007,7,9,81.5,23,73.19999694824219,23,1011.5,20.0,,,8.899999618530273,23,4.699999809265137,23.0,8.899999618530273,16.899999618530273,77.0,True,,,0.09000000357627869,,False,False,False,False,False,False
722544,13958,2007,9,8,84.30000305175781,24,72.0999984741211,24,1013.0999755859375,20.0,,,10.0,24,3.0999999046325684,24.0,6.0,,77.0,False,,,0.0,,False,False,False,False,False,False
727930,24233,2007,12,20,41.599998474121094,24,37.5,24,1008.7000122070312,20.0,,,9.300000190734863,24,9.0,24.0,16.899999618530273,25.100000381469727,37.900001525878906,False,,,0.7300000190734863,,False,False,False,False,False,False
725650,3017,2007,4,30,67.0,24,38.70000076293945,24,1007.9000244140625,20.0,,,10.0,24,10.399999618530273,24.0,27.0,34.0,54.0,False,,,0.0,,False,False,False,False,False,False
722544,13958,2007,5,8,77.0999984741211,24,65.5999984741211,24,1016.0,20.0,,,9.800000190734863,24,4.900000095367432,24.0,9.899999618530273,16.899999618530273,71.0999984741211,False,,,0.0,,False,False,False,False,False,False
725033,94728,2008,3,4,52.900001525878906,24,45.0,24,1013.7999877929688,20.0,,,9.0,24,5.900000095367432,24.0,11.100000381469727,19.0,44.599998474121094,True,,,0.1899999976158142,,False,False,False,False,False,False
725650,3017,2008,2,14,29.0,24,20.899999618530273,24,1007.7999877929688,20.0,,,6.800000190734863,24,9.600000381469727,24.0,19.0,26.0,17.600000381469727,True,,,0.019999999552965164,,False,False,False,False,False,False
722544,13958,2009,6,1,79.5,24,62.900001525878906,24,1012.2000122070312,20.0,,,10.0,24,5.400000095367432,24.0,11.100000381469727,20.0,68.0,False,,,0.0,,False,False,False,False,False,False
722544,13958,2006,7,29,86.80000305175781,24,69.0,24,1016.2000122070312,21.0,,,10.0,24,7.300000190734863,24.0,9.899999618530273,16.899999618530273,77.0,False,,,0.0,,False,False,False,False,False,False
727930,24233,2007,1,27,38.900001525878906,24,34.20000076293945,24,1023.7000122070312,21.0,,,5.800000190734863,24,7.400000095367432,24.0,14.0,,32.0,False,,,0.0,,True,True,True,True,True,True
725650,3017,2005,9,19,63.70000076293945,24,40.099998474121094,24,1016.0,22.0,,,8.399999618530273,24,6.400000095367432,24.0,12.0,,48.0,False,,,0.0,,True,True,True,True,True,True
723860,23169,2005,1,4,46.599998474121094,24,40.0,24,1005.9000244140625,22.0,,,8.600000381469727,24,4.099999904632568,24.0,13.0,,42.099998474121094,False,,,0.3700000047683716,,True,True,True,True,True,True
723860,23169,2007,7,21,95.69999694824219,22,40.099998474121094,21,1007.0,22.0,,,10.0,22,6.0,22.0,12.0,16.899999618530273,84.9000015258789,False,,,0.0,,False,False,False,False,False,False
722544,13958,2008,12,16,31.399999618530273,24,24.100000381469727,24,1025.9000244140625,22.0,,,9.399999618530273,24,4.699999809265137,24.0,12.0,21.0,28.399999618530273,True,,,0.0,,False,False,False,False,False,False
725033,94728,2008,1,30,43.0,24,27.700000762939453,24,1004.2999877929688,22.0,,,8.300000190734863,24,8.100000381469727,24.0,16.899999618530273,35.0,37.0,False,,,0.05000000074505806,,False,False,False,False,False,False
725033,94728,2009,7,7,71.69999694824219,24,59.70000076293945,24,1007.0999755859375,22.0,,,9.0,24,4.400000095367432,24.0,11.100000381469727,15.899999618530273,64.4000015258789,True,,,0.07000000029802322,,False,False,False,False,False,False
722544,13958,2005,1,31,42.79999923706055,23,39.599998474121094,23,1021.0,23.0,,,8.5,23,7.199999809265137,23.0,11.100000381469727,18.100000381469727,42.099998474121094,False,,,0.1899999976158142,,True,True,True,True,True,True
722544,13958,2006,6,25,81.9000015258789,23,68.30000305175781,23,1016.2999877929688,23.0,,,10.0,23,3.0,23.0,8.0,,71.5999984741211,True,,,0.0,,False,False,False,False,False,False
725650,3017,2006,7,25,80.5999984741211,24,48.20000076293945,24,1007.2999877929688,23.0,,,10.0,24,8.100000381469727,24.0,18.100000381469727,22.899999618530273,66.9000015258789,False,,,0.0,,False,False,False,False,False,False
725650,3017,2006,7,20,79.5999984741211,24,51.900001525878906,24,1014.9000244140625,23.0,,,10.0,24,7.300000190734863,24.0,20.0,27.0,69.0999984741211,False,,,0.009999999776482582,,False,False,False,False,False,False
723860,23169,2006,7,19,95.69999694824219,24,55.900001525878906,24,1009.0,23.0,,,10.0,24,6.400000095367432,24.0,16.899999618530273,21.0,78.0999984741211,False,,,0.009999999776482582,,False,False,False,False,False,False
723860,23169,2007,3,6,60.70000076293945,23,11.399999618530273,23,1019.2999877929688,23.0,,,10.0,23,4.400000095367432,23.0,8.899999618530273,,51.79999923706055,True,,,0.0,,False,False,False,False,False,False
725033,94728,2007,3,6,18.5,23,-7.0,23,1021.7000122070312,23.0,,,10.0,23,10.800000190734863,23.0,15.899999618530273,30.899999618530273,10.899999618530273,False,,,0.0,,False,False,False,False,False,False
725650,3017,2007,6,15,68.0,24,47.20000076293945,24,1009.7999877929688,23.0,,,10.0,24,6.900000095367432,24.0,13.0,20.0,51.099998474121094,False,,,0.0,,False,False,False,False,False,False
725033,94728,2008,9,5,77.5999984741211,23,65.4000015258789,23,1017.5999755859375,23.0,,,9.699999809265137,23,5.5,23.0,9.899999618530273,19.0,71.5999984741211,True,,,0.0,,False,False,False,False,False,False
722544,13958,2008,4,29,65.69999694824219,23,39.599998474121094,23,1019.4000244140625,23.0,,,10.0,23,3.299999952316284,23.0,12.0,20.0,50.0,False,,,0.0,,False,False,False,False,False,False
725650,3017,2008,4,16,49.5,24,16.899999618530273,24,1000.7999877929688,23.0,,,9.699999809265137,24,14.899999618530273,24.0,25.100000381469727,28.899999618530273,32.0,True,,,0.0,,False,False,False,False,False,False
725650,3017,2005,12,16,16.200000762939453,24,5.400000095367432,24,1016.7000122070312,24.0,,,10.0,24,9.800000190734863,24.0,15.899999618530273,,6.099999904632568,False,,,0.0,,False,False,False,False,False,False
723860,23169,2005,7,14,102.4000015258789,24,25.5,24,1006.2999877929688,24.0,,,9.899999618530273,24,6.300000190734863,24.0,15.0,,84.0,False,,,0.0,,False,False,False,False,False,False
723860,23169,2005,9,6,87.69999694824219,24,22.5,24,1010.7999877929688,24.0,,,9.899999618530273,24,5.300000190734863,24.0,10.100000381469727,15.899999618530273,75.0,False,,,0.0,,False,False,False,False,False,False
725033,94728,2005,9,7,70.30000305175781,24,55.70000076293945,24,1026.4000244140625,24.0,,,9.899999618530273,24,3.0,24.0,7.0,,62.099998474121094,False,,,0.0,,False,False,False,False,False,False
725033,94728,2005,2,25,27.600000381469727,24,18.700000762939453,24,1018.9000244140625,24.0,,,6.699999809265137,24,6.5,24.0,13.0,18.100000381469727,21.899999618530273,False,,,0.30000001192092896,,True,True,True,True,True,True
723860,23169,2005,10,21,68.30000305175781,24,51.5,24,1016.0,24.0,,,9.899999618530273,24,2.799999952316284,24.0,7.0,,60.099998474121094,True,,,0.0,,False,False,False,False,False,False
723860,23169,2005,8,12,90.69999694824219,24,61.20000076293945,24,1008.0,24.0,,,9.899999618530273,24,4.800000190734863,24.0,13.0,16.899999618530273,78.0999984741211,False,,,0.009999999776482582,,False,False,False,False,False,False
723860,23169,2005,3,4,56.5,24,37.099998474121094,24,1015.7999877929688,24.0,,,9.899999618530273,24,3.200000047683716,24.0,11.100000381469727,,48.0,False,,,0.0,,False,False,False,False,False,False
725650,3017,2005,9,3,74.19999694824219,24,37.5,24,1014.2999877929688,24.0,,,10.0,24,9.5,24.0,14.0,21.0,54.0,False,,,0.0,,False,False,False,False,False,False
725033,94728,2005,6,11,76.4000015258789,24,68.5,24,1017.5,24.0,,,8.0,24,4.599999904632568,24.0,8.0,16.899999618530273,70.0,False,,,0.44999998807907104,,True,True,True,True,True,True
723860,23169,2005,12,4,47.400001525878906,24,8.0,24,1025.699951171875,24.0,,,9.899999618530273,24,11.300000190734863,24.0,15.0,21.0,42.099998474121094,False,,,0.0,,False,False,False,False,False,False
723860,23169,2005,3,11,69.19999694824219,24,29.299999237060547,24,1017.0999755859375,24.0,,,9.899999618530273,24,5.199999809265137,24.0,13.0,,55.0,False,,,0.0,,False,False,False,False,False,False
722544,13958,2005,7,31,84.4000015258789,24,60.70000076293945,24,1016.9000244140625,24.0,,,9.800000190734863,24,2.299999952316284,24.0,10.100000381469727,,70.0,False,,,0.0,,False,False,False,False,False,False
723860,23169,2006,12,5,46.099998474121094,24,0.699999988079071,24,1025.0,24.0,,,10.0,24,2.9000000953674316,24.0,7.0,,33.099998474121094,False,,,0.0,,False,False,False,False,False,False
727930,24233,2006,8,31,59.900001525878906,24,46.5,24,1023.4000244140625,24.0,,,10.0,24,7.0,24.0,15.0,,51.099998474121094,False,,,0.0,,False,False,False,False,False,False
